spec_version,estimand,pheno_type,moderator,moderator_class,outcome,effect_scale,latitude,landscape_type,moderator_value,estimate,std_error,conf_low,conf_high,p_value
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,35,UA,0.375,1.3396829197493298,0.6998127930119562,-0.0319249504744878,2.7112907899731478,0.0555761249120139
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,35,PA,0.4166666666666666,0.2748061566790425,0.6657116468133606,-1.029964695163993,1.579577008522078,0.6797527234319252
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,35,UA,0.4166666666666666,1.4201060008023627,0.6784571996354104,0.0903543244650568,2.7498576771396683,0.0363366460271806
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,35,PA,0.4583333333333333,0.4467867044833249,0.6558111906631,-0.8385796098746816,1.7321530188413314,0.4956985259015825
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,35,UA,0.4583333333333333,1.483167216264042,0.6648379190515088,0.1801088393665291,2.7862255931615554,0.0256897167587233
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,35,PA,0.5,0.6165629361123659,0.6491314983134028,-0.6557114218124265,1.8888372940371585,0.3421999196477706
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,35,UA,0.5,1.5329977958695062,0.6659698000259543,0.2277209730272937,2.8382746187117185,0.0213406501770405
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,35,PA,0.5416666666666666,0.778937944329068,0.6470345784677932,-0.4892265262198623,2.0471024148779984,0.2286443535842537
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,35,UA,0.5416666666666666,1.5737289693538925,0.6834465544501526,0.2341983372736005,2.9132596014341843,0.0212993047612662
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,35,PA,0.5833333333333333,0.9287148218963364,0.6492169114849413,-0.3437269427684768,2.201156586561149,0.1525691349175632
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,35,UA,0.5833333333333333,1.6094919664523395,0.7127604668907079,0.2125071217425984,3.0064768111620808,0.0239387648701822
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,35,PA,0.625,1.0606966615770737,0.6538275130678882,-0.2207817161373788,2.342175039291526,0.1047416533275166
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,35,UA,0.625,1.6444180168999851,0.7452069741542342,0.1838391865296151,3.104996847270355,0.0273378597211387
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,35,PA,0.6666666666666666,1.1696865562982568,0.658021351248784,-0.1200115932077403,2.459384705804254,0.0754726205002727
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,35,UA,0.6666666666666666,1.682638350336776,0.7707035139946555,0.1720872201487897,3.1931894805247625,0.0290174136896614
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,35,PA,0.7083333333333333,1.251961306193235,0.6591051743435633,-0.039861097544142,2.5437837099306124,0.0575005548131082
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,35,UA,0.7083333333333333,1.7274291892107414,0.7812214838560416,0.1962632169039606,3.258595161517522,0.0270226775913772
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,35,PA,0.75,1.3096076733244386,0.6564173051786838,0.0230533963453809,2.5961619503034963,0.0460337173699543
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,35,UA,0.75,1.7786959648028104,0.7758847650715981,0.2579897691091573,3.299402160496464,0.0218782828681225
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,35,PA,0.7916666666666666,1.3461439980866925,0.6507114138106371,0.0707730626887039,2.621514933484681,0.0385717514296697
A4.3-v1.0,occurrence,EOS,lc_forest_frac,primary,mean_abs_anomaly_crossfit,resistance,35,UA,0.7916666666666666,1.8355135432961125,0.7575267787602626,0.350788339601356,3.3202387469908685,0.0153914635659969
