spec_version,gap_days,event_min_days,dose_metric,pheno_type,outcome,model_form,boundary_excluded,latitude,landscape_type,dose,reference_dose,estimate,std_error,conf_low,conf_high,p_value
A3.2-v1.0,0,3,cumulative_days,SOS,mean_anomaly_crossfit,spline,False,35.0,UA,13.75,1.0,14.50254690814753,2.4836868120127256,9.634610207725483,19.37048360856957,5.2477063930023076e-09
A3.2-v1.0,0,3,cumulative_days,SOS,mean_anomaly_crossfit,spline,False,35.0,UA,14.0,1.0,15.103669015969492,2.510405560012805,10.18336453175529,20.023973500183693,1.7831006914543576e-09
A3.2-v1.0,0,3,cumulative_days,SOS,mean_anomaly_crossfit,spline,False,35.0,UA,14.25,1.0,15.72313070321626,2.5458185109601925,10.733418110558894,20.712843295873625,6.572055706080756e-10
A3.2-v1.0,0,3,cumulative_days,SOS,mean_anomaly_crossfit,spline,False,35.0,UA,14.5,1.0,16.360724971501412,2.591035196603121,11.282389303483637,21.439060639519187,2.712845058092844e-10
A3.2-v1.0,0,3,cumulative_days,SOS,mean_anomaly_crossfit,spline,False,35.0,UA,14.75,1.0,17.016132453729952,2.646885878498839,11.828331460684566,22.203933446775338,1.2866875495793078e-10
A3.2-v1.0,0,3,cumulative_days,SOS,mean_anomaly_crossfit,spline,False,35.0,UA,15.0,1.0,17.68903378280688,2.7138968505621937,12.3698936979483,23.008173867665462,7.127652486077417e-11
A3.2-v1.0,0,3,cumulative_days,SOS,mean_anomaly_crossfit,spline,False,35.0,UA,15.25,1.0,18.379109591637203,2.792284264973882,12.906332997690498,23.851886185583908,4.6383228678977106e-11
A3.2-v1.0,0,3,cumulative_days,SOS,mean_anomaly_crossfit,spline,False,35.0,UA,15.5,1.0,19.08604051312593,2.8819684471013107,13.437486152226532,24.734594874025326,3.5300453049952196e-11
A3.2-v1.0,0,3,cumulative_days,SOS,mean_anomaly_crossfit,spline,False,35.0,UA,15.75,1.0,19.809507180178063,2.9826051291389413,13.963708546961303,25.65530581339483,3.101288736460525e-11
A3.2-v1.0,0,3,cumulative_days,SOS,mean_anomaly_crossfit,spline,False,35.0,UA,16.0,1.0,20.5491902256986,3.093628029591236,14.485790706136168,26.61258974526104,3.085649999991194e-11
A3.2-v1.0,0,3,cumulative_days,SOS,mean_anomaly_crossfit,spline,False,35.0,UA,16.25,1.0,21.304770282592568,3.2142966620616957,15.004864589324333,27.604675975860804,3.3997020589662e-11
A3.2-v1.0,0,3,cumulative_days,SOS,mean_anomaly_crossfit,spline,False,35.0,UA,16.5,1.0,22.075927983764927,3.343743984996299,15.52231019964974,28.629545767880117,4.0521375501568007e-11
A3.2-v1.0,0,3,cumulative_days,SOS,mean_anomaly_crossfit,spline,False,35.0,UA,16.75,1.0,22.862343962120736,3.4810199862897604,16.039670159528693,29.68501776471278,5.1093527654150185e-11
A3.2-v1.0,0,3,cumulative_days,SOS,mean_anomaly_crossfit,spline,False,35.0,UA,17.0,1.0,23.663698850564963,3.625128969064482,16.558576631885764,30.76882106924416,6.679412364978208e-11
A3.2-v1.0,0,3,cumulative_days,SOS,mean_anomaly_crossfit,spline,False,35.0,UA,17.25,1.0,24.47967328200263,3.7750597576738447,17.08069211747539,31.87865444652987,8.897988381094738e-11
A3.2-v1.0,0,3,cumulative_days,SOS,mean_anomaly_crossfit,spline,False,35.0,UA,17.5,1.0,25.309947889338705,3.929809082456857,17.60766362160487,33.01223215707254,1.1907806128601709e-10
A3.2-v1.0,0,3,cumulative_days,SOS,mean_anomaly_crossfit,spline,False,35.0,UA,17.75,1.0,26.15420330547826,4.088399010770533,18.14108848993883,34.167318121017686,1.5827805379002208e-10
A3.2-v1.0,0,3,cumulative_days,SOS,mean_anomaly_crossfit,spline,False,35.0,UA,18.0,1.0,27.012120163326244,4.249889552261354,18.68248970262093,35.341750624031555,2.071314090009212e-10
A3.2-v1.0,0,3,cumulative_days,SOS,mean_anomaly_crossfit,spline,False,35.0,UA,18.25,1.0,27.883379095787667,4.413387591127262,19.23329836736225,36.53345982421308,2.6512685749323217e-10
A3.2-v1.0,0,3,cumulative_days,SOS,mean_anomaly_crossfit,spline,False,35.0,UA,18.5,1.0,28.76766073576756,4.578053189870274,19.794841364313115,37.740480107222005,3.30353859628388e-10
A3.2-v1.0,0,3,cumulative_days,SOS,mean_anomaly_crossfit,spline,False,35.0,UA,18.75,1.0,29.66464571617092,4.74310414343438,20.368332420116836,38.96095901222501,3.9938400020745597e-10
A3.2-v1.0,0,3,cumulative_days,SOS,mean_anomaly_crossfit,spline,False,35.0,UA,19.0,1.0,30.574014669902738,4.907819487353442,20.95486523206616,40.193164107739314,4.674680389032152e-10
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,1.0,1.0,0.0,0.0,0.0,0.0,
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,1.25,1.0,0.6019462713657,0.054204938430904,0.495706544256917,0.7081859984744829,1.1860681081969142e-28
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,1.5,1.0,1.203565510431294,0.108346540809535,0.991210192595106,1.4159208282674818,1.1408337334706315e-28
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,1.75,1.0,1.8045306848966696,0.1623615411034727,1.486307911859443,2.122753457933896,1.0691649641158835e-28
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,2.0,1.0,2.40451476246172,0.2161868138940683,1.9807963932968824,2.828233131626557,9.761767953740559e-29
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,2.25,1.0,3.0031907108263405,0.2697594461254181,2.474471911931048,3.531909509721633,8.681727637549747e-29
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,2.5,1.0,3.6002314976904186,0.3230168106033315,2.967130182506893,4.233332812873944,7.519536953287292e-29
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,2.75,1.0,4.195310090753846,0.3758966418604199,3.458566210797872,4.932053970709821,6.341289476979195e-29
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,3.0,1.0,4.788099457716518,0.4283371150321126,3.9485741390117863,5.627624776421249,5.205242309762666e-29
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,3.25,1.0,5.37827256627832,0.4802769284250701,4.436947083959661,6.319598048596979,4.1575534833321276e-29
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,3.5,1.0,5.96550238413915,0.5316553905045167,4.923476966563719,7.007527801714581,3.2300292213026027e-29
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,3.75,1.0,6.549461878998899,0.582412512081221,5.407954331174207,7.690969426823591,2.439871232955377e-29
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,4.0,1.0,7.129824018557455,0.632489104542756,5.890168153039665,8.369479884075247,1.7911081102370657e-29
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,4.25,1.0,7.706261770514717,0.6818268850484032,6.369905632128716,9.04261790890072,1.277193938387558e-29
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,4.5,1.0,8.278448102570568,0.7303685896933299,6.846951971332329,9.709944233808807,8.841821981420865e-30
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,4.75,1.0,8.846055982424904,0.7780580957467398,7.321090136881477,10.371021827968333,5.939247088879522e-30
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,5.0,1.0,9.408758377777618,0.8248405541817595,7.79210059859331,11.025416156961926,3.868718458320455e-30
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,5.25,1.0,9.966228256328597,0.8706625338431696,8.259761047307599,11.672695465349594,2.442185960014953e-30
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,5.5,1.0,10.51813858577774,0.9154721787440786,8.723846086590932,12.312431084964553,1.4930921831060416e-30
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,5.75,1.0,11.064162333824932,0.9592193801458638,9.184126895466203,12.94419777218366,8.83496232526601e-31
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,6.0,1.0,11.60397246817007,1.0018559652584855,9.640370858566827,13.567574077773314,5.056428622239761e-31
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,6.25,1.0,12.13724195651304,1.043335904602,10.092341159715602,14.18214275331048,2.797154296539538e-31
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,6.5,1.0,12.66364376655374,1.0836155402961871,10.5397963344853,14.78749119862218,1.494656114135434e-31
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,6.75,1.0,13.182850865992055,1.122653837794109,10.98248977680993,15.38321195517418,7.7099333553353e-32
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,7.0,1.0,13.694536222527889,1.1604126638479328,11.420169194181756,15.96890325087402,3.837052695741958e-32
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,7.25,1.0,14.19837280386112,1.1968570937906815,11.852576005390103,16.544169602332133,1.8414791357937015e-32
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,7.5,1.0,14.694033577691645,1.2319557515340116,12.279444674138006,17.10862248124528,8.518914604893935e-33
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,7.75,1.0,15.181191511719351,1.2656811860163129,12.70050197121744,17.66188105222127,3.797808916724895e-33
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,8.0,1.0,15.65951957364414,1.2980102881813251,13.115466157246289,18.203572990041994,1.6314341277182255e-33
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,8.25,1.0,16.128690731165904,1.3289247529157957,13.524046077287156,18.73333538504465,6.753720822528995e-34
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,8.5,1.0,16.58837795198452,1.3584115907115883,13.92594015800804,19.250815745960995,2.695383587180183e-34
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,8.75,1.0,17.038254203799887,1.3864636941232542,14.320835297445951,19.755673110153825,1.0378016071333596e-34
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,9.0,1.0,17.477992454311906,1.4130804643383472,14.708405636951609,20.2475792716722,3.8593641938392704e-35
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,9.25,1.0,17.90726567122046,1.438268503326718,15.088311204601768,20.72622013783916,1.388463475362804e-35
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,9.5,1.0,18.325746822225444,1.462042377035144,15.46019641936523,21.191297225085652,4.8433291991660674e-36
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,9.75,1.0,18.73310887502674,1.484425454877352,15.823688445732644,21.64252930432084,1.6429895571035184e-36
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,10.0,1.0,19.12902479732426,1.50545083024877,16.178395389540746,22.07965420510777,5.440953561376874e-37
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,10.25,1.0,19.51316755681788,1.525162325858658,16.523904327557567,22.502430786078182,1.7675816290258026e-37
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,10.5,1.0,19.88521012120749,1.5436155861798886,16.85977916632022,22.910641076094752,5.667444334653433e-38
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,10.75,1.0,20.244825458192988,1.5608792570995802,17.185558330062175,23.3040925863238,1.8069551095559222e-38
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,11.0,1.0,20.59168653547427,1.577036249711787,17.500752283725053,23.682620787223488,5.78111414431988e-39
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,11.25,1.0,20.925466320751216,1.5921850808999862,17.80484090546525,24.04609173603718,1.876430375143375e-39
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,11.5,1.0,21.24583778172372,1.606441277668831,18.097270734214305,24.39440482923314,6.259847438623578e-40
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,11.75,1.0,21.552473886091693,1.6199388248622162,18.37745213220361,24.72749563997977,2.17950199573051e-40
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,12.0,1.0,21.84504760155501,1.6328316267468292,18.64475642031327,25.04533878279674,8.062137766068493e-41
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,12.25,1.0,22.12323189581356,1.6452949418374752,18.898513065866183,25.34795072576093,3.2339451239744955e-41
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,12.5,1.0,22.38669973656723,1.6575267373506395,19.138007027947797,25.635392445186667,1.439736180561584e-41
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,12.75,1.0,22.635124091515934,1.6697488951217407,19.36247639385177,25.90777178918009,7.300550997849315e-42
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,13.0,1.0,22.868177928359547,1.6822081854241282,19.57111047042978,26.165245386289318,4.338147170001547e-42
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,13.25,1.0,23.085534214797967,1.6951769101141856,19.76304852355027,26.408019906045663,3.114720005273455e-42
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,13.5,1.0,23.28686591853108,1.7089531037517258,19.937379383909757,26.6363524531524,2.7903622768951325e-42
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,13.75,1.0,23.47184600725878,1.7238601733282315,20.09314215315247,26.85054986136509,3.223104380543266e-42
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,14.0,1.0,23.640147448680967,1.74024585707958,20.22932824455995,27.050966652801986,4.957645553307145e-42
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,14.25,1.0,23.79164680089388,1.7584800712526318,20.345089193707288,27.238204408080463,1.0449833265421975e-41
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,14.5,1.0,23.92703498357919,1.77893184717744,20.440392632160098,27.413677334998283,3.0693370452730817e-41
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,14.75,1.0,24.04720650681494,1.8019311465478125,20.515486356960263,27.57892665666962,1.2626055487787911e-40
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,15.0,1.0,24.153055880679155,1.8277576037852583,20.57071680479082,27.73539495656749,7.2285108076875385e-40
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,15.25,1.0,24.245477615249865,1.8566350575500143,20.606539770017385,27.884415460482344,5.659242087052255e-39
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,15.5,1.0,24.325366220605112,1.8887278906573397,20.62352757832042,28.027204862889803,5.891830590509753e-38
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,15.75,1.0,24.393616206822912,1.9241393545319845,20.62237237070408,28.164860042941747,7.862827031450945e-37
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,16.0,1.0,24.451122083981303,1.9629119029638504,20.60388544934717,28.298358718615432,1.2881432413753177e-35
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,16.25,1.0,24.498778362158323,2.005029407329733,20.56899293584836,28.42856378846829,2.4711575607980027e-34
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,16.5,1.0,24.53747955143199,2.050420994553824,20.518728248961697,28.55623085390228,5.287876200882065e-33
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,16.75,1.0,24.568120161880344,2.098966157042626,20.454222089308352,28.682018234452336,1.2034748176179587e-31
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,17.0,1.0,24.591594703581418,2.1505007389087942,20.376690706593408,28.806498700569428,2.786115893678236e-30
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,17.25,1.0,24.608797686613244,2.204823403935898,20.28742322262788,28.93017215059861,6.302971618156853e-29
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,17.5,1.0,24.62062362105384,2.261702229494303,20.18776870749106,29.053478534616616,1.3458936425096295e-27
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,17.75,1.0,24.62796701698125,2.3208811344454605,20.079123581069684,29.176810452892813,2.635614037446996e-26
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,18.0,1.0,24.631722384473505,2.382085924683462,19.962919764014128,29.300525004932883,4.626003518504533e-25
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,18.25,1.0,24.63278423360864,2.445029815931135,19.840613853257015,29.42495461396026,7.152548778308801e-24
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,18.5,1.0,24.632047074464676,2.5094183615628745,19.713677463657927,29.55041668527142,9.623391432032952e-23
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,18.75,1.0,24.630405417119643,2.5749537689432933,19.583588768135115,29.67722206610417,1.1179250253796713e-21
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,PA,19.0,1.0,24.62875377165158,2.641338629485034,19.45182518688653,29.805682356416632,1.1167074070637647e-20
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,1.0,1.0,0.0,0.0,0.0,0.0,
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,1.25,1.0,0.2171061633976795,0.076680365675731,0.0668154083518853,0.3673969184434738,0.0046357242629392
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,1.5,1.0,0.4342409781393948,0.153237487962625,0.1339010206512595,0.7345809356275299,0.0046001318096015
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,1.75,1.0,0.6514330955691751,0.2295482422779252,0.201526807989967,1.101339383148383,0.0045412560922437
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,2.0,1.0,0.8687111670310563,0.3054897429924328,0.2699622731194906,1.467460060942622,0.0044597600940125
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,2.25,1.0,1.0861038438690744,0.3809394662843981,0.3394762096617439,1.832731478076405,0.0043565627916031
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,2.5,1.0,1.303639777427258,0.4557753771127934,0.4103364532460217,2.1969431016084946,0.0042328298389231
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,2.75,1.0,1.5213476190496429,0.5298760617960959,0.4828096216593749,2.559885616439911,0.0040899614308646
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,3.0,1.0,1.7392560200802656,0.6031208677831403,0.5571608409007667,2.9213511992597647,0.0039295772439023
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,3.25,1.0,1.957393631863154,0.6753900523323356,0.6336534537751539,3.281133809951154,0.00375349834486
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,3.5,1.0,2.175789105742344,0.7465649419782193,0.7125487073447991,3.639029504139889,0.003563725965232
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,3.75,1.0,2.394471093061875,0.8165281048632363,0.7941054151651872,3.9948367709585626,0.003362417058558
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,4.0,1.0,2.613468245165771,0.8851635382531089,0.8785795897616351,4.3483569005699065,0.003151856595481
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,4.25,1.0,2.8328092133980745,0.9523568738419732,0.966224040238651,4.699394386557498,0.0029344266082376
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,4.5,1.0,3.0525226491028112,1.0179956037952935,1.0572879292439297,5.047757368961693,0.0027125720763456
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,4.75,1.0,3.2726372036240163,1.0819693308834015,1.1520162827156484,5.393258124532384,0.0024887638507263
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,5.0,1.0,3.4931815283057297,1.1441700465354816,1.250649444906668,5.735713611704791,0.0022654589462679
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,5.25,1.0,3.714184274491976,1.2044924412051927,1.35342247007907,6.074946078904882,0.0020450586934833
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,5.5,1.0,3.9356740935267984,1.2628342520981146,1.4605644409709186,6.410783746082679,0.0018298654271603
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,5.75,1.0,4.157679636754221,1.3190966540830475,1.5722977026241578,6.743061570884284,0.0016220385997293
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,6.0,1.0,4.380229555518286,1.3731847005126951,1.6888369983919835,7.071622112644589,0.0014235514319358
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,6.25,1.0,4.603352501163018,1.4250078217332722,1.8103884928779304,7.396316509448106,0.0012361494411616
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,6.5,1.0,4.827077125032458,1.4744803902907462,1.9371486641520332,7.717005585912883,0.0010613124009437
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,6.75,1.0,5.051432078470636,1.5215223632669663,2.069303044795113,8.03356111214616,0.0009002214604988
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,7.0,1.0,5.2764460128215935,1.5660600138275105,2.207024788091374,8.345867237551813,0.0007537332611694
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,7.25,1.0,5.502147579429353,1.608026765959889,2.350473031971552,8.653822126887155,0.0006223628936706
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,7.5,1.0,5.728565429637947,1.647364148547371,2.499791029062609,8.957339830213286,0.0005062774094936
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,7.75,1.0,5.955728214791418,1.684022887376055,2.6551040063931985,9.256352423189638,0.0004053012974735
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,8.0,1.0,6.183664586233796,1.7179641564128554,2.8165167129338635,9.550812459533727,0.0003189348363635
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,8.25,1.0,6.412403195309118,1.7491610127013952,2.984110607252775,9.84069578336546,0.0002463855270824
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,8.5,1.0,6.641972693361406,1.7776000424427327,3.157940631256778,10.126004755466033,0.0001866119113702
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,8.75,1.0,6.87240173173471,1.8032832491500808,3.338031509476182,10.40677195399324,0.0001383780499196
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,9.0,1.0,7.103718961773048,1.8262302179875785,3.524373507038662,10.683064416507433,0.0001003158576397
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,9.25,1.0,7.335953034820466,1.8464805932019652,3.71691757399246,10.954988495648474,7.099151293294553e-05
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,9.5,1.0,7.569132602220995,1.8640969074213067,3.915569799982738,11.222695404459252,4.897143815354228e-05
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,9.75,1.0,7.80328631531866,1.87916780176203,4.120185102957777,11.486387527679543,3.288306124648929e-05
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,10.0,1.0,8.038442825457508,1.8918116730372223,4.330560080772088,11.746325570142927,2.146585215983358e-05
A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA,10.25,1.0,8.274630783981562,1.9021807773130328,4.546424968363613,12.002836599599512,1.3609041005094166e-05
