evidence_freeze_version,spec_version_spline,gap_days,event_min_days,dose_metric,pheno_type,outcome,model_form_spline,boundary_excluded,latitude,landscape_type,contrast_spline,dose_low_spline,dose_high_spline,estimate_spline,std_error_spline,conf_low_spline,conf_high_spline,p_value_spline,p_value_bh_spline,spec_version_linear,model_form_linear,contrast_linear,dose_low_linear,dose_high_linear,estimate_linear,std_error_linear,conf_low_linear,conf_high_linear,p_value_linear,p_value_bh_linear,sign_same,absolute_change
B2R-v1.0,A3.2-v1.0,0,3,cumulative_days,SOS,mean_abs_anomaly_crossfit,spline,False,35.0,UA_minus_PA,difference_in_high_minus_low,3.0,10.0,-8.0417385342305,1.682206803431298,-11.338803283504095,-4.744673784956905,1.7488617795535655e-06,1.3990894236428526e-05,A3.2-v1.0,linear,difference_in_high_minus_low,3.0,10.0,-2.4894389503350247,1.486704068156659,-5.403325379591259,0.4244474789212087,0.0940385840071163,,True,5.552299583895476
