pheno_type,latitude_bin,longitude_bin,event_numerator,event_denominator,event_anomaly_sum,event_anomaly_n,latitude,longitude,event_frequency,mean_event_anomaly
EOS,28,69,80,230,-124.92947238177803,6.42623668065271,28.5,69.5,0.34782608695652173,-19.440533953238866
EOS,28,70,51,117,-33.56271030824032,10.271622179440904,28.5,70.5,0.4358974358974359,-3.267517994910048
EOS,28,71,174,352,-51.23968221244383,1.5215468542451418,28.5,71.5,0.4943181818181818,-33.676046235108856
EOS,28,72,43,64,2.573229092771347,0.3459539413757032,28.5,72.5,0.671875,7.438068439222784
EOS,28,73,10,26,16.955052747421192,5.027378884031997,28.5,73.5,0.38461538461538464,3.3725432553480252
EOS,28,74,4,6,-10.43448355534817,2.00663145295157,28.5,74.5,0.6666666666666666,-5.200000000000003
EOS,28,77,10,16,-14.486611741842784,0.9302081760626218,28.5,77.5,0.625,-15.57351581574095
EOS,28,80,66,272,33.93926458554115,15.480164371133993,28.5,80.5,0.2426470588235294,2.192435672635881
EOS,28,81,142,875,-39.72133670004484,25.153466800121453,28.5,81.5,0.16228571428571428,-1.5791595256306
EOS,28,82,30,504,0.12050211173077313,0.13083134346740785,28.5,82.5,0.05952380952380952,0.9210492572889623
EOS,28,83,234,1807,13.348988549019452,4.705383267354039,28.5,83.5,0.12949640287769784,2.8369609425091404
EOS,28,84,300,1917,-3.148067396616469,2.7924891333673583,28.5,84.5,0.1564945226917058,-1.1273338037381482
EOS,28,85,176,1058,-24.460787404504483,4.382298823268329,28.5,85.5,0.166351606805293,-5.581725115281293
EOS,28,89,61,380,-0.019842268395869014,0.020546867562716693,28.5,89.5,0.16052631578947368,-0.9657077087445578
EOS,28,90,16,183,-0.022440053103866424,0.004290904234033818,28.5,90.5,0.08743169398907104,-5.229679312318478
EOS,28,97,344,1734,40.12580217353838,8.08105078061469,28.5,97.5,0.19838523644752018,4.965418887082675
EOS,28,98,42,296,5.089547773735201,0.9796482390726516,28.5,98.5,0.14189189189189189,5.19528088832481
EOS,28,105,31,102,5.912438930474148,2.402993269787581,28.5,105.5,0.30392156862745096,2.460447561302073
EOS,28,106,9,25,15.025596264685614,5.1225216057862015,28.5,106.5,0.36,2.9332421453749036
